seed,buildup,climax,resolution,outlook
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.","Kate, while going to the party, fell off in the floor and became wet and her dress became dirty. Jane saw and she was surprised to see her like this, Kate was in shame.",Jane began to leave but Kate stopped her and apologized for what happened.  She let her have a dress of her own and everyone at the party made Kate feel better by giving her complements.,"In the end, Jane was grateful for the help from Kate at the party and decided to stay friends with her."
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.","Kate, while going to the party, fell off in the floor and became wet and her dress became dirty. Jane saw and she was surprised to see her like this, Kate was in shame.",Jane took her upstairs and allowed her to change clothes.  She worse a new dress and looked great.,They become even more close.
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.","Kate, while going to the party, fell off in the floor and became wet and her dress became dirty. Jane saw and she was surprised to see her like this, Kate was in shame.",Jane was shocked by the how messed up Kate was and regretted inviting her to the party. Kate sensed that and made and an excuse to leave.,there was a rift between the two ever since.
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.","Kate, while going to the party, fell off in the floor and became wet and her dress became dirty. Jane saw and she was surprised to see her like this, Kate was in shame.","Even though Kate in a huge mess, Jane did not blame her at all. Instead, she led Kate into the house from the side so that no one could see her and lend her new dress to wear. ","Kate was tremendously touched. Even though she does not like parties, she decided that she wanted to befriend Jane."
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.","She called an Uber and waited 3 hours for a ride, only to arrive at 2am. She spent the rest of the night, staring through the windows, watching the rest of the girls sleeping on the floor.","Jane woke up in the middle of the night and saw Kate. They quietly tip-toed out and went to Denny's for a very early morning breakfast, where a slightly emotional Jane explained how she felt and what she went through.",They grew closer and eventually realized they had romantic feelings for each other.
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.","She called an Uber and waited 3 hours for a ride, only to arrive at 2am. She spent the rest of the night, staring through the windows, watching the rest of the girls sleeping on the floor.","She felt bad and decided to sleep with them. The following morning, they all shared hugs as they understood that what happened was nobody's fault.","They decided to throw more parties to make up for that last one, and they became more and more friends with time."
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.","She called an Uber and waited 3 hours for a ride, only to arrive at 2am. She spent the rest of the night, staring through the windows, watching the rest of the girls sleeping on the floor.","Feeling guilty not arriving on time, she helped them cleaned up the post party mess while everybody was asleep. When they woke up, they were pleasantly surprised and want to include Kate into their clique.",Kate was grateful for Jane for introducing her to new people and helping her to step out of her comfort zone.
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.","She called an Uber and waited 3 hours for a ride, only to arrive at 2am. She spent the rest of the night, staring through the windows, watching the rest of the girls sleeping on the floor.",She got tired soon after and left before anybody woke up. Jane thought Kate stood her up and was mad.,Kate was never invited to any of Jane’s party ever again.
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.","She called an Uber and waited 3 hours for a ride, only to arrive at 2am. She spent the rest of the night, staring through the windows, watching the rest of the girls sleeping on the floor.","She hated being so late. Her friend felt the same way, but didn't tell her anything about that.","In the end, both girls got over the occurence and decided to continue their healthy friendship."
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.","At Jane's party Kate tried to be as friendly as possible. However, in the end she spent most of the time in the corner, by herself.",Kate was upset that she was not included but thanked Jane for inviting her. Jane apologized for putting her in uncomfortable situation and explained that she just wanted to know a little bit better.,"Knowing Jane’s intention, Kate started to invite Jane to tag along to things that she enjoys and they soon become close friends."
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.","At Jane's party Kate tried to be as friendly as possible. However, in the end she spent most of the time in the corner, by herself.",She resented Jane for letting making her uneasy and did not want to associate with her anymore. Jane was more focused on her other friends other than Kate.,They gradually lost touch because they have no common interest.
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.","At Jane's party Kate tried to be as friendly as possible. However, in the end she spent most of the time in the corner, by herself.",Jane was the only one that said anything to her.  They laughed about it years later at her wedding.,They became great friends.
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.","At Jane's party Kate tried to be as friendly as possible. However, in the end she spent most of the time in the corner, by herself.",they were confused as to why she was being so quiet. She's normally more talkative. She explained that she was just shy in front of strangers so Jane kept her company.,Kate felt that she dragged Jane down as she could probably had a better time without having to accompanying her all the time and slowly distancing herself from Jane.
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.","At Jane's party Kate tried to be as friendly as possible. However, in the end she spent most of the time in the corner, by herself.",She could not figure out why jane would be so distant. She knew most of the people there,jane was just having a bad day and alot on her mind
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.","Jane ended up drinking too much and getting sick. Instead of meeting new people, Kate had to help Jane in the bathroom and take care of her all night.",It was then that they found out how much they loved one another. Their kiss lasted for hours as they discovered the essence of their love.,"Both girls went on to become lovers, and then a married couple."
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.","Jane ended up drinking too much and getting sick. Instead of meeting new people, Kate had to help Jane in the bathroom and take care of her all night.","Kate was a little upset with Jane but was worried about her friend, so took care of her.  When Jane was feeling better, she thanked Kate very much and then apologized, and in the end both laughed at the situation.",Jane was embarrassed by the situation and very grateful for Kate's sincere friendship in taking care of her.
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.","Jane ended up drinking too much and getting sick. Instead of meeting new people, Kate had to help Jane in the bathroom and take care of her all night.",Kate apologized to Jane for not looking after her at the part. Jane apologized to kate for getting too wild.,"After the party, both girls realized they needed to rely on each other more and became better friends."
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.","Jane ended up drinking too much and getting sick. Instead of meeting new people, Kate had to help Jane in the bathroom and take care of her all night.",Jane felt ashamed when she woke up the next morning. She apologised to Kate.,Kate recognised that it had not been deliberate on Jane's part and they remained close.
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.","Jane ended up drinking too much and getting sick. Instead of meeting new people, Kate had to help Jane in the bathroom and take care of her all night.",kate was upset that she would do that. There was important people at the party,It made jane look bad in front of her boss and she resented Kate for this.
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.",She regretted so much when she saw drunk people screaming and running around like crazy. She was not doing much and Kate said that she should have talked more.,"Kate realized that Jane was insensitive so decided to move away from her gradually, without her noticing.",Jane and Kate will walk away.
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.",She regretted so much when she saw drunk people screaming and running around like crazy. She was not doing much and Kate said that she should have talked more.,"Jane noticed her friend's aversion to the party, and decided to keep her out of future invitations.",Both didn't mind the decision as they felt it would be the best for them.
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.",She regretted so much when she saw drunk people screaming and running around like crazy. She was not doing much and Kate said that she should have talked more.,"She explained to Jane her feelings, thinking of how she was never going to another party. Jane understood where she was coming from, and they didn't make any negative comments.",Both girls went on to live their normal lives as Jane understood that her friend was different from most people she knew.
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.",She regretted so much when she saw drunk people screaming and running around like crazy. She was not doing much and Kate said that she should have talked more.,"She didn't like feeling like she was not the kind of person that made friends. With that in mind, she decided to change that thing about her.",She thanked her friend for pointing that thing about her as they both continued to be friends years after the party.
Kate's friend Jane invited her to a party.,"Kate does not like parties so she was reluctant to go, however, she did not want to make Jane feel bad so she decided to go at the end.",She regretted so much when she saw drunk people screaming and running around like crazy. She was not doing much and Kate said that she should have talked more.,"She decided never to go to another party. Jane was upset about that, but understood her reasons.","As the months passed, both girls understood that they were getting upset about something meaningless and decided to continue their friendship."
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.",Kate was almost done with her nurse costume when Jane came in holding some rags. Jane hadn't put any thought into her costume and had no idea what she wanted to make.,Kate feels Jane could use some help and ask Jane if she wants help for the costume. Jane accepted and completed her costume successful with help.,They continue becomes friends and hang out on events
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.",Kate was almost done with her nurse costume when Jane came in holding some rags. Jane hadn't put any thought into her costume and had no idea what she wanted to make.,Kate got out a pattern and got to work.  She made Jane into a great princess. They were happy.,They got even closer and were friends for life.
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.",Kate was almost done with her nurse costume when Jane came in holding some rags. Jane hadn't put any thought into her costume and had no idea what she wanted to make.,they went online looking for ideas. YOutube was very helpful and their costumes was a hit.,They enjoyed this occasion and will not mind to do it again in future.
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.",Kate was almost done with her nurse costume when Jane came in holding some rags. Jane hadn't put any thought into her costume and had no idea what she wanted to make.,Kate helped Jane make a costume. They went out together that night.,Kate and Jane grow closer
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.",Kate was almost done with her nurse costume when Jane came in holding some rags. Jane hadn't put any thought into her costume and had no idea what she wanted to make.,She decided to call kate for advice. They thought a white skirt would be cute and the costume turned out better than they thought,Jane trusted Kate more as she started to see her as a friend that can offer her genuine help when she needs it.
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.",Kate and Jane decided to go for shopping as there were many thing to buy for the costume. Kate bought a white lace for her dress and Jane bought a red lace for her dress.,"They discussed their choices in depth and teased each other; Kate called Jane ""evil"" and Jane called Kate ""good"". Both looked beautiful and attracted many men at the party.",They bonded over the dresses and became closer than ever before.
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.",Kate and Jane decided to go for shopping as there were many thing to buy for the costume. Kate bought a white lace for her dress and Jane bought a red lace for her dress.,"Both liked their laces so much that they decided to buy even more. The girls liked partying quite a bit, and the laces were just the cherry on top.",The party brought them closer as they became intimate friends.
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.",Kate and Jane decided to go for shopping as there were many thing to buy for the costume. Kate bought a white lace for her dress and Jane bought a red lace for her dress.,"That evening, they both worked on the finishing touches of their dresses.  The evening turned into an overnight sleepover filled with snacks, fun, and the occasional silly Snapchat.",Both Kate and Jane loved spending time with each other that night they they arranged to have another sleep over soon.
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.",Kate and Jane decided to go for shopping as there were many thing to buy for the costume. Kate bought a white lace for her dress and Jane bought a red lace for her dress.,Kate  and Jane went back to the house and spent the evening making their costumes together. The costumes were identical except for the colors and they were pleasantly surprised by how nice they turned out.,"Kate and Jane were so pleased with the costumes, they decided to start a side-business together making custom costumes."
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.",Kate and Jane decided to go for shopping as there were many thing to buy for the costume. Kate bought a white lace for her dress and Jane bought a red lace for her dress.,"When the got back to Jane's house, the got made their costume's together in the living room. They each created a beautiful costume and felt great showing off their handy work at the party that weekend.","Jane and Kate became close friends, and started hanging out for coffee during the week and working together on other projects."
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.","Jane arrived, but informed her that it was not a costume party. Kate screamed, ""It will be a costume party, and I will be the fanciest one there!""",Kate had an amazing talent for designing her own clothes. She learned how to sew from her grandmother who had created costumes for showgirls in Las Vegas.,"Even though Kate was very disappointed in her friend Jane for lying to her, they went to the party in costumes and had the best time together."
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.","Jane arrived, but informed her that it was not a costume party. Kate screamed, ""It will be a costume party, and I will be the fanciest one there!""","Jane calmed her down, a feeling of regret in her heart. Kate understood that she was being upset over nothing and accepted that it was not going to be a costume party.","From then on, she stopped being upset about little things concerning parties."
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.","Jane arrived, but informed her that it was not a costume party. Kate screamed, ""It will be a costume party, and I will be the fanciest one there!""",Jane will not give out the address if she continues with the costume. Kate will have to deal with it.,Kate did not like her attitude and ditched this whole party idea and angrily left.
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.","Jane arrived, but informed her that it was not a costume party. Kate screamed, ""It will be a costume party, and I will be the fanciest one there!""","Jane was shocked by Kate's childish behavior. Right away, Jane told Kate to calm down and put herself together, even thought it was not a costume party, they'd still have fun.",Jane has learnt that Kate may behave like a child in some unexpected situations and Kate has learnt that Jane has no tolerance for that.
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.","Jane arrived, but informed her that it was not a costume party. Kate screamed, ""It will be a costume party, and I will be the fanciest one there!""",Kate and Jane both dress up and impress everyone with their costumes. Jane agrees it was a good idea.,They become closer through the shared experience. Jane trust Kate more.
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.",Kate held up a very revealing sexy devil costume and insisted that Jane had to wear it tonight.  Jane felt sick to her stomach--maybe it wasn't a good idea to invite Kate.,"But then, she changed her mind and wore the costume nonetheless. She thought, in the end, that it looked good on her.","Both girls continued their relationship after the party, thinking of how they were never going to allow anything to jeopardize it."
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.",Kate held up a very revealing sexy devil costume and insisted that Jane had to wear it tonight.  Jane felt sick to her stomach--maybe it wasn't a good idea to invite Kate.,Jane felt a lot of pressure from Kate to wear the costume and against her better judgement wore it to the party. People stared at Jane the whole time and she felt uncomfortable.,Jane didn't invite Kate to any of her future parties again.
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.",Kate held up a very revealing sexy devil costume and insisted that Jane had to wear it tonight.  Jane felt sick to her stomach--maybe it wasn't a good idea to invite Kate.,Jane insisted Kate back off and told her that she is not comfortable with the revealing outfit. Kate thought about it and offered Jane a witch costume instead.,Jane will have to speak up to Kate and Kate will need to continue respecting Jane's feelings.
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.",Kate held up a very revealing sexy devil costume and insisted that Jane had to wear it tonight.  Jane felt sick to her stomach--maybe it wasn't a good idea to invite Kate.,"Jane politely declined to wear the outfit, explaining that it really was not her sort of thing. Kate was angry and got into a huff.",Kate and Jane gradually drifted apart as Jane felt that Kate was putting pressure on her to do things she did not want to do.
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.",Kate held up a very revealing sexy devil costume and insisted that Jane had to wear it tonight.  Jane felt sick to her stomach--maybe it wasn't a good idea to invite Kate.,she told kate not to dress too skimpy. BUt that girl would not listen.,they end up fighting about it all day
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.",Jane was jealous of Kate’s costume and pretend to unintentionally knocked over the glue all over the costume. Kate thought that she did it on purpose and angrily chastised Jane.,"Jane refused to tell the truth and further dug in her heels about the spill being an ""accident"".  Kate took Jane's costume, and ripped it to shreds.",Both women were extremely angry with each and neither had any desire to spend time together ever again.
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.",Jane was jealous of Kate’s costume and pretend to unintentionally knocked over the glue all over the costume. Kate thought that she did it on purpose and angrily chastised Jane.,she was confused as to why Jane said no. There was no obvious reason,they found out it was done on purpose and hatred built up between them.
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.",Jane was jealous of Kate’s costume and pretend to unintentionally knocked over the glue all over the costume. Kate thought that she did it on purpose and angrily chastised Jane.,"Jane apologized for the incident and admitted her confusion. Kate, while upset, understood why Jane did it.",The two made up and had a lot of fun at the party.
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.",Jane was jealous of Kate’s costume and pretend to unintentionally knocked over the glue all over the costume. Kate thought that she did it on purpose and angrily chastised Jane.,Jane said she was very sorry.  Kate said ok and they worked it out and went to the party.,They will continue to party together.
Kate's friend Jane invited her to a party.,"Being a party animal, Kate was very excited and asked Jane to come over and make their own costumes together for the party.",Jane was jealous of Kate’s costume and pretend to unintentionally knocked over the glue all over the costume. Kate thought that she did it on purpose and angrily chastised Jane.,Jane admitted that she had knocked it over on purpose and offered to help clean it up. Kate appreciated her honesty and helped her with her costume to make it better.,"Kate saw that Jane had some self-esteem and anger issues, and was more selective about which events to invite her to."
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,"At the party, Jane attempted to introduce Kate to lots of new friends. Kate began to feel overwhelmed by all of the new people and excused herself to the bathroom, where she locked herself in for the rest of the party.","She cried for hours on end, and even ended up falling asleep in there. Someone opened the door and made sure to let everyone know that she was not feeling well, an explanation that everyone understood without a problem.","They had another party soon, and in that one, she did much better in terms of controlling herself."
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,"At the party, Jane attempted to introduce Kate to lots of new friends. Kate began to feel overwhelmed by all of the new people and excused herself to the bathroom, where she locked herself in for the rest of the party.","As the party died down, Jane noticed Kate was missing and knocked on the bathroom door. Jane refused to open it the rest of the night, for she realized the was truly an introvert.",The two friends grew further apart and went their own separate ways over time.
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,"At the party, Jane attempted to introduce Kate to lots of new friends. Kate began to feel overwhelmed by all of the new people and excused herself to the bathroom, where she locked herself in for the rest of the party.","She felt bad about what happened, crying when she got back home. The next day, she decided to explain what happened, and was greeted by a rush of warmth when she had her apology accepted.","Both girls understood that nothing bad had happened, and that they didn't have any reason to hate one another."
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,"At the party, Jane attempted to introduce Kate to lots of new friends. Kate began to feel overwhelmed by all of the new people and excused herself to the bathroom, where she locked herself in for the rest of the party.","Jane was trying to help Kate, but didn't realize that Kate was feeling overstimulated.  Kate felt that Jane wasn't being aware of her needs, and decided that she would just leave the party instead of staying.","Kate decided that Jane meant well, but wasn't aware enough of her needs, and didn't hang out with Jane often, after the party."
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,"At the party, Jane attempted to introduce Kate to lots of new friends. Kate began to feel overwhelmed by all of the new people and excused herself to the bathroom, where she locked herself in for the rest of the party.","Jane, noticing that Kate had gone, went to the bathroom in an attempt to get Jane out of there.  Jane refused to open the door so instead Kate crawled underneath and decided to just hang out with Jane in the stall.","Kate, although sort of grossed out, was surprised by this and, while not happy with the events, appreciated Jane that much more and was happy to continue this friendship."
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,"When Kate arrived, Jane slipped something into her drink. Kate went crazy, eventually smashing two tv's, an expensive vase, and all of Jane's friends, before passing out in the back yard.",Kate woke up the next day in the backyard. Kate apologized and did not remember the night.,"Kate figures out Jane slipped something in her drink, and stops being friends with Kate"
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,"When Kate arrived, Jane slipped something into her drink. Kate went crazy, eventually smashing two tv's, an expensive vase, and all of Jane's friends, before passing out in the back yard.","She made it sure to send her the bills for everything she broke, and decided to end their relationship from that day forward. Kate felt helpless after what happened, but accepted the bill and the end their friendship.",Both girls never talked to one another afterward as they became increasingly more distant.
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,"When Kate arrived, Jane slipped something into her drink. Kate went crazy, eventually smashing two tv's, an expensive vase, and all of Jane's friends, before passing out in the back yard.",Jane told Kate the truth the next night. Kate was outraged and accused Jane for all the damages and charges.,Their friendship drifted apart after this incident as they eventually went to court.
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,"When Kate arrived, Jane slipped something into her drink. Kate went crazy, eventually smashing two tv's, an expensive vase, and all of Jane's friends, before passing out in the back yard.","Kate woke up hours later in a hospital bed with a crying Jane at her side.  Jane explained what and why she did what she, and Kate was completely and utterly heartbroken.","Kate, in a startlingly calm way, requested that Jane leave her be and to never, ever, contact her again."
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,"When Kate arrived, Jane slipped something into her drink. Kate went crazy, eventually smashing two tv's, an expensive vase, and all of Jane's friends, before passing out in the back yard.",Jane rushed Kate to the hospital and they pumped her stomach. Jane admitted what she did and was arrested.,Kate realized that Jane was a reckless friend and never wanted to speak to her again.
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,Kate was too shy at the party and could not make any connection with the people at the party. She started blaming Kate for trying to bring her out of her comfort zone where she is perfectly fine with being an introvert.,Kate never went to a party again. Jane realized she was rushing Kate and said sorry to her. They spent their time doing things alone after that.,Their relationship becomes private. They no longer do group activities but just enjoy each other's company.
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,Kate was too shy at the party and could not make any connection with the people at the party. She started blaming Kate for trying to bring her out of her comfort zone where she is perfectly fine with being an introvert.,Kate to realize the own character and then she feel crazy. Then Kate's to  say apologize,They are very close friends and Jane is a best welsher
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,Kate was too shy at the party and could not make any connection with the people at the party. She started blaming Kate for trying to bring her out of her comfort zone where she is perfectly fine with being an introvert.,Jane then decided to call her older brother to come pick her up. Jane was a little upset at Kate but decided they would just talk about it in the morning.,They will work things out the next morning and remain friends.
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,Kate was too shy at the party and could not make any connection with the people at the party. She started blaming Kate for trying to bring her out of her comfort zone where she is perfectly fine with being an introvert.,there was a rift between them. They never agreed on anything,they hardly spoke after that
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,Kate was too shy at the party and could not make any connection with the people at the party. She started blaming Kate for trying to bring her out of her comfort zone where she is perfectly fine with being an introvert.,kate was just trying to help. Jane was a recluse.,JAne later realized it wasnt such a big deal and do not bother trying to get Kate out our her house any more.
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,Kate was feeling uncomfortable at the party and looked for Jane to find a sense of security in a room full of strangers. Jane was standing in a close circle of girls and paid no attention to Kate as the girls all laughed and chatted.,Kate left the party and went home. Jane apologized the next day.,Kate would be more reticent to become friends with Jane. Jane would apologize and then they would gradually become friends.
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,Kate was feeling uncomfortable at the party and looked for Jane to find a sense of security in a room full of strangers. Jane was standing in a close circle of girls and paid no attention to Kate as the girls all laughed and chatted.,Kate felt excluded and felt that she could not join in with Jane and the group of girls. Jane sensed Kate's feelings and invited her over to join the close circle of girls.,Jane learned that Kate does not like to feel excluded and it was not nice of her to keep her excluded at the party
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,Kate was feeling uncomfortable at the party and looked for Jane to find a sense of security in a room full of strangers. Jane was standing in a close circle of girls and paid no attention to Kate as the girls all laughed and chatted.,"Kate tried to approach Jane, but was ignored. Kate went home and tried to put the experience behind her and all interaction with Jane ceased.","They became distant and never talked anymore. Jane considered apologizing, but didn't due to her own fear."
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,Kate was feeling uncomfortable at the party and looked for Jane to find a sense of security in a room full of strangers. Jane was standing in a close circle of girls and paid no attention to Kate as the girls all laughed and chatted.,Jane plucked up all of her courage and went over to the girls. She was afraid of being snubbed but a girl caught her eye and smiled at her encouragingly. Kate  soon noticed her and invited her to join them.,Jane felt a sense of achievement that she had managed to overcome some of her shyness. She made a few new friends and was more confident.
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,Kate was feeling uncomfortable at the party and looked for Jane to find a sense of security in a room full of strangers. Jane was standing in a close circle of girls and paid no attention to Kate as the girls all laughed and chatted.,jane was being rude. Kate felt left out,they spoke a lot less after that
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,Kate was very uncomfortable and stood at one corner by herself. Jane noticed and brought her group to Kate and asked Jane to join their conversation.,"Kate was happy with her friend's attitude, but still a little shy. But Jane helped her feel more relaxed during the party, which helped Kate a lot.","Kate learned to trust her friend more, and to feel more willing around her."
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,Kate was very uncomfortable and stood at one corner by herself. Jane noticed and brought her group to Kate and asked Jane to join their conversation.,"Kate forgot her fears, and joined in the discussion, happy that Jane was helping her make friends. She had fun at the party and she made lots of new friends.","Kate decided that Jane was a kind person, and they became better friends, frequently spending their weekends together."
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,Kate was very uncomfortable and stood at one corner by herself. Jane noticed and brought her group to Kate and asked Jane to join their conversation.,"The group was friendly but rambunctious, which Jane mistakenly thought would help Kate feel less singled out from the group. As the voices surrounding her got louder, Kate couldn't contain herself anymore and burst out of the party in tears.","Jane became a more understanding person as she realized that her friend was an introvert, and that some people just feel more comfortable by having their space for themselves."
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,Kate was very uncomfortable and stood at one corner by herself. Jane noticed and brought her group to Kate and asked Jane to join their conversation.,"Kate felt very nervous talking to new people. Jane helped her, however, and she gradually relaxed.",Kate blossomed and she and Jane's friendship was strengthened.
Kate's friend Jane invited her to a party.,Jane knew that Kate is shy and therefore wanted to help her to meet new people.,Kate was very uncomfortable and stood at one corner by herself. Jane noticed and brought her group to Kate and asked Jane to join their conversation.,"She was reluctant at first, but then understood that she needed to make new friends. Her mind's shackles were removed as she let her heart speak to her newly found friends.",Their friendship grew as they found more about each other.
Kate's friend Jane invited her to a party.,"Kate figured that Jane also invited a ton of other people being the super sociable person she is, so Kate ignored her invitation.",After a couple of days Kate met Jane at another party. Kate sensed that Jane was angry with her for not attending Jane's party.,"Jane does not have many friends even though Everyone thinks she does, but she decided not to tell Kate that. Kate thought Jane was blowing things out of proportion so she avoided her the rest of the night.",Jane figures that Kate is not a real friends and Kate decides Jane is high maintenance so they no longer talk or hang out.
